date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:28:36	583/583	U-----	200	untouched ('OK')	image/svg+xml	etag:%22247-5a951838c2c00%22	https://diri.isb.edu/content/dam/sites/isb/icons/left-arw.svg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/isb/icons/left-arw.svg	(from https://diri.isb.edu/en.html)
21:28:36	20750/20750	U-----	200	untouched ('')	image/jpeg	etag:%22510e-5a952e67e42c0%22	https://diri.isb.edu/content/dam/sites/isb/images/res-img01.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/isb/images/res-img01.jpg	(from https://diri.isb.edu/en.html)
21:28:36	20637/20637	U-----	200	untouched ('')	image/jpeg	etag:%22509d-5a952e67e42c0%22	https://diri.isb.edu/content/dam/sites/isb/images/res-img02.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/isb/images/res-img02.jpg	(from https://diri.isb.edu/en.html)
21:28:36	175441/175441	---M--	200	added ('OK')	image/jpeg	etag:%222ad51-5ae7ff48c34da%22	https://diri.isb.edu/content/dam/sites/diri/DIRI-Banner-1920-585.png.transform/isb-carouselBanner-desktop/img.jpeg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/DIRI-Banner-1920-585.png.transform/isb-carouselBanner-desktop/img.jpg	(from https://diri.isb.edu/en.html)
21:28:37	20802/20802	---M--	200	added ('OK')	image/jpeg	etag:%225142-5ae7f7550313a%22	https://diri.isb.edu/content/dam/sites/diri/DIRI-Banner-1920-585.png.transform/isb-carouselBanner-mobile/img.jpeg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/DIRI-Banner-1920-585.png.transform/isb-carouselBanner-mobile/img.jpg	(from https://diri.isb.edu/en.html)
21:28:38	23779/23779	U-----	200	untouched ('')	image/jpeg	etag:%225ce3-5a952e67e42c0%22	https://diri.isb.edu/content/dam/sites/isb/images/res-img03.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/isb/images/res-img03.jpg	(from https://diri.isb.edu/en.html)
21:28:39	202055/202055	---M--	200	added ('OK')	image/jpeg	etag:%2231547-5ae7f7551c77b%22	https://diri.isb.edu/content/dam/sites/diri/slider%201.jpg.transform/isb-carouselBanner-desktop/img.jpeg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/slider%201.jpg.transform/isb-carouselBanner-desktop/img.jpg	(from https://diri.isb.edu/en.html)
21:28:39	21368/21368	---M--	200	added ('OK')	image/jpeg	etag:%225378-5ae7ff489a499%22	https://diri.isb.edu/content/dam/sites/diri/slider%201.jpg.transform/isb-carouselBanner-mobile/img.jpeg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/slider%201.jpg.transform/isb-carouselBanner-mobile/img.jpg	(from https://diri.isb.edu/en.html)
21:28:41	134817/134817	---M--	200	added ('OK')	image/jpeg	etag:%2220ea1-5ae7f755a435e%22	https://diri.isb.edu/content/dam/sites/diri/3.jpg.transform/isb-carouselBanner-desktop/img.jpeg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/3.jpg.transform/isb-carouselBanner-desktop/img.jpg	(from https://diri.isb.edu/en.html)
21:28:41	15426/15426	---M--	200	added ('OK')	image/jpeg	etag:%223c42-5ae7ff488f8b9%22	https://diri.isb.edu/content/dam/sites/diri/3.jpg.transform/isb-carouselBanner-mobile/img.jpeg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/3.jpg.transform/isb-carouselBanner-mobile/img.jpg	(from https://diri.isb.edu/en.html)
21:28:42	42812/42812	---M-Z	200	added ('OK')	text/html	etag:%22a73c-5b565a4b46a0d-gzip%22	https://diri.isb.edu/en/about.html	/home/rishabh_/websites/ISB/diri.isb.edu/en/about.html	(from https://diri.isb.edu/en.html)
21:28:43	25050/25050	---M--	200	added ('OK')	image/jpeg	etag:%2261da-5a952ee3de740%22	https://diri.isb.edu/content/dam/sites/isb/research-thought-leadership/faculty/352x234/Bhagwan-Chowdhary-352x234.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/isb/research-thought-leadership/faculty/352x234/Bhagwan-Chowdhary-352x234.jpg	(from https://diri.isb.edu/en.html)
21:28:44	45779/45779	---M-Z	200	added ('OK')	text/html	etag:%22b2d3-5b3d1c604ff2e-gzip%22	https://diri.isb.edu/en/community/blog-grid/choice-based-reforms-in-delivering-food-security--analysis-of-an11.html	/home/rishabh_/websites/ISB/diri.isb.edu/en/community/blog-grid/choice-based-reforms-in-delivering-food-security--analysis-of-an11.html	(from https://diri.isb.edu/en.html)
21:28:45	571/571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Dec%202020%2015:58:45%20GMT	https://diri.isb.edu/content/dam/sites/diri/Misdirected%20wage%20payments%20in%20Jharkand.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/Misdirected%20wage%20payments%20in%20Jharkand.16.delayed	(from https://diri.isb.edu/en.html)
21:28:46	45550/45550	---M-Z	200	added ('OK')	text/html	etag:%22b1ee-5b3d1c3af65df-gzip%22	https://diri.isb.edu/en/community/blog-grid/choice-based-reforms-in-delivering-food-security--analysis-of-an12.html	/home/rishabh_/websites/ISB/diri.isb.edu/en/community/blog-grid/choice-based-reforms-in-delivering-food-security--analysis-of-an12.html	(from https://diri.isb.edu/en.html)
21:28:48	140583/140583	---M--	200	added ('OK')	image/jpeg	etag:%2222527-5b3cfca593780%22	https://diri.isb.edu/content/dam/sites/diri/Mgnrega%20and%20Aadhaar.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/Mgnrega%20and%20Aadhaar.jpg	(from https://diri.isb.edu/en.html)
21:28:48	44803/44803	---M-Z	200	added ('OK')	text/html	etag:%22af03-5b44958d57d20-gzip%22	https://diri.isb.edu/en/community/blog-grid/aadhaar-authentication-failure-in-the-public-distribution-system1.html	/home/rishabh_/websites/ISB/diri.isb.edu/en/community/blog-grid/aadhaar-authentication-failure-in-the-public-distribution-system1.html	(from https://diri.isb.edu/en.html)
21:28:49	44693/44693	---M-Z	200	added ('OK')	text/html	etag:%22ae95-5b3d1c5a4ce08-gzip%22	https://diri.isb.edu/en/community/blog-grid/-a-friend-indeed--does-the-use-of-digital-identity-make-welfare-1.html	/home/rishabh_/websites/ISB/diri.isb.edu/en/community/blog-grid/-a-friend-indeed--does-the-use-of-digital-identity-make-welfare-1.html	(from https://diri.isb.edu/en.html)
21:28:51	137846/137846	---M--	200	added ('OK')	image/jpeg	etag:%2221a76-5a95331c61c80%22	https://diri.isb.edu/content/dam/sites/diri/dbafd523367073.56047db6545e81.jpg	/home/rishabh_/websites/ISB/diri.isb.edu/content/dam/sites/diri/dbafd523367073.56047db6545e81.jpg	(from https://diri.isb.edu/en.html)
21:28:51	87079/87079	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Dec%202020%2015:58:51%20GMT	https://diri.isb.edu/en/community/blog-grid.html?cat=	/home/rishabh_/websites/ISB/diri.isb.edu/en/community/blog-grid52f5.html	(from https://diri.isb.edu/en.html)
